Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
206;21100900376;"Energy, Ecology and Environment";journal;"23637692, 23638338";0,734;Q2;31;50;117;3045;624;117;4,49;60,90;29,73;1;39;United States;Northern America;"Joint Center on Global Change and Earth System Science of the University of Maryland and Beijing Normal University";"2016-2023";"Ecology (Q1); Energy (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2)";"Energy; Environmental Science"
207;11900154313;"Energy Efficiency";journal;"1570646X, 15706478";0,734;Q2;58;99;263;6062;907;260;3,46;61,23;28,48;1;89;Netherlands;Western Europe;"Springer Netherlands";"2008-2023";"Energy (miscellaneous) (Q2)";"Energy"
208;4700152713;"Energy Sources, Part B: Economics, Planning and Policy";journal;"15567249, 15567257";0,733;Q1;52;44;145;2883;614;139;4,18;65,52;28,17;0;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Chemical Engineering (miscellaneous) (Q1); Nuclear Energy and Engineering (Q1); Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemical Engineering; Energy; Environmental Science"
209;29220;"Experimental Thermal and Fluid Science";journal;"08941777";0,731;Q1;137;209;558;9343;1954;554;3,14;44,70;24,15;0;16;United States;Northern America;"Elsevier Inc.";"1988-2024";"Aerospace Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)";"Chemical Engineering; Energy; Engineering"
210;18909;"SPE Reservoir Evaluation and Engineering";journal;"19300212, 10946470";0,725;Q2;106;103;207;4652;562;207;2,72;45,17;20,43;0;18;United States;Northern America;"Society of Petroleum Engineers (SPE)";"1998-2023";"Geology (Q1); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Fuel Technology (Q2)";"Earth and Planetary Sciences; Energy"
211;4700151730;"International Journal of Green Energy";journal;"15435075, 15435083";0,721;Q2;54;213;342;11784;1444;341;4,11;55,32;26,33;0;161;United States;Northern America;"Taylor and Francis Ltd.";"2005-2023";"Renewable Energy, Sustainability and the Environment (Q2)";"Energy"
212;27019;"Journal of Energy Resources Technology, Transactions of the ASME";journal;"15288994, 01950738";0,716;Q2;63;133;934;5473;2493;929;2,86;41,15;22,98;0;63;United States;Northern America;"American Society of Mechanical Engineers (ASME)";"1979-2023";"Mechanical Engineering (Q1); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Geochemistry and Petrology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Earth and Planetary Sciences; Energy; Engineering"
213;28802;"Electricity Journal";journal;"10406190";0,713;Q2;58;58;302;2803;819;290;2,65;48,33;20,30;0;38;United States;Northern America;"Elsevier Inc.";"1988-2023";"Law (Q1); Business and International Management (Q2); Energy (miscellaneous) (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Energy; Social Sciences"
214;21100386454;"Nuclear Materials and Energy";journal;"23521791";0,704;Q1;37;234;511;8984;1217;507;2,32;38,39;25,57;0;137;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2023";"Nuclear Energy and Engineering (Q1); Materials Science (miscellaneous) (Q2); Nuclear and High Energy Physics (Q2)";"Energy; Materials Science; Physics and Astronomy"
215;21100897123;"Natural Gas Industry B";journal;"23528559, 23528540";0,701;Q2;28;52;192;2471;733;191;4,42;47,52;26,62;0;15;Netherlands;Western Europe;"KeAi Communications Co.";"2014-2023";"Geology (Q1); Energy Engineering and Power Technology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Modeling and Simulation (Q2); Process Chemistry and Technology (Q2)";"Chemical Engineering; Earth and Planetary Sciences; Energy; Mathematics"
216;11700154337;"Nuclear Engineering and Technology";journal;"2234358X, 17385733";0,693;Q2;60;534;1232;17056;3675;1232;2,84;31,94;22,32;0;71;South Korea;Asiatic Region;"Korean Nuclear Society";"2008-2023";"Nuclear Energy and Engineering (Q2)";"Energy"
217;21100319031;"Green Processing and Synthesis";journal;"21919550, 21919542";0,692;Q2;41;122;245;6139;1311;245;4,24;50,32;37,63;0;53;Germany;Western Europe;"Walter de Gruyter GmbH";"2012-2023";"Chemical Engineering (miscellaneous) (Q2); Environmental Chemistry (Q2); Fuel Technology (Q2); Health, Toxicology and Mutagenesis (Q2); Industrial and Manufacturing Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemical Engineering; Energy; Engineering; Environmental Science"
218;13559;"Journal of Loss Prevention in the Process Industries";journal;"09504230";0,689;Q2;102;224;764;9418;3201;756;4,01;42,04;31,16;0;31;Netherlands;Western Europe;"Elsevier B.V.";"1988-2023";"Food Science (Q1); Chemical Engineering (miscellaneous) (Q2); Control and Systems Engineering (Q2); Energy Engineering and Power Technology (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2); Safety, Risk, Reliability and Quality (Q2)";"Agricultural and Biological Sciences; Chemical Engineering; Decision Sciences; Energy; Engineering"
219;21100240100;"Sustainability";journal;"20711050";0,672;Q2;169;14679;41651;911822;181393;41302;3,95;62,12;37,39;66;10721;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2009-2023";"Geography, Planning and Development (Q1); Computer Networks and Communications (Q2); Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Hardware and Architecture (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy; Environmental Science; Social Sciences"
220;21101059924;"IET Energy Systems Integration";journal;"25168401";0,668;Q2;19;51;121;2037;328;116;2,09;39,94;27,27;0;31;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2019-2023";"Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q2); Environmental Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Engineering; Environmental Science"
221;25738;"Petroleum Geoscience";journal;"13540793";0,667;Q2;67;13;87;758;161;81;2,00;58,31;17,07;0;1;United Kingdom;Western Europe;"Geological Society of London";"1995-2023";"Earth and Planetary Sciences (miscellaneous) (Q1); Geology (Q1); Economic Geology (Q2); Fuel Technology (Q2); Geochemistry and Petrology (Q2)";"Earth and Planetary Sciences; Energy"
222;21100905390;"Batteries";journal;"23130105";0,659;Q2;44;596;433;36665;2099;429;4,79;61,52;29,93;1;443;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2015-2023";"Electrical and Electronic Engineering (Q2); Electrochemistry (Q2); Energy Engineering and Power Technology (Q2)";"Chemistry; Energy; Engineering"
223;21101089141;"Petroleum Science Bulletin";journal;"20961693";0,659;Q2;9;64;119;2784;237;119;2,04;43,50;25,75;0;21;China;Asiatic Region;"Tsinghua University Press";"2020-2023";"Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Fuel Technology (Q2)";"Energy; Engineering"
224;62932;"Energies";journal;"19961073";0,651;Q2;152;8104;24763;450798;88959;24437;3,51;55,63;25,90;17;5094;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2008-2023";"Engineering (miscellaneous) (Q1); Control and Optimization (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Engineering; Mathematics"
225;21101132922;"e-Prime - Advances in Electrical Engineering, Electronics and Energy";journal;"27726711";0,649;Q2;12;290;85;12736;374;84;4,40;43,92;20,74;1;144;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2023";"Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2)";"Energy; Engineering"
226;21100898838;"International Journal of Geo-Engineering";journal;"20929196, 21982783";0,649;Q2;21;22;70;929;188;70;2,92;42,23;17,65;0;2;Singapore;Asiatic Region;"Springer Singapore";"2015-2023";"Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2); Mechanics of Materials (Q2)";"Earth and Planetary Sciences; Energy; Engineering"
227;6400153116;"International Journal of Energy Sector Management";journal;"17506220";0,648;Q2;32;106;192;7392;835;190;3,28;69,74;30,34;0;90;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2023";"Energy (miscellaneous) (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Energy"
228;14700154701;"Bioenergy Research";journal;"19391242, 19391234";0,647;Q2;74;225;375;14250;1621;372;4,44;63,33;38,54;0;175;United States;Northern America;"Springer New York";"2008-2023";"Agronomy and Crop Science (Q1); Energy (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Agricultural and Biological Sciences; Energy"
229;29360;"Energy and Environment";journal;"0958305X, 20484070";0,644;Q2;41;359;288;24381;1213;288;4,51;67,91;28,63;0;322;United States;Northern America;"SAGE Publications Inc.";"1981, 1995-2023";"Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Environmental Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Environmental Science"
230;21100786327;"Economics of Energy and Environmental Policy";journal;"21605890, 21605882";0,637;Q2;30;22;66;1207;127;64;2,03;54,86;25,58;0;13;United States;Northern America;"International Association for Energy Economics";"2012-2023";"Economics and Econometrics (Q2); Energy (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2)";"Economics, Econometrics and Finance; Energy; Environmental Science"
231;29092;"Nuclear Technology";journal;"00295450";0,636;Q2;62;192;453;5712;767;437;1,52;29,75;16,48;0;30;United States;Northern America;"Taylor and Francis Ltd.";"1971-2023";"Condensed Matter Physics (Q2); Nuclear and High Energy Physics (Q2); Nuclear Energy and Engineering (Q2)";"Energy; Physics and Astronomy"
232;21643;"Probabilistic Engineering Mechanics";journal;"02668920, 18784275";0,635;Q2;90;141;198;6913;619;197;3,15;49,03;23,77;0;10;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2023";"Aerospace Engineering (Q2); Civil and Structural Engineering (Q2); Condensed Matter Physics (Q2); Mechanical Engineering (Q2); Nuclear Energy and Engineering (Q2); Ocean Engineering (Q2); Statistical and Nonlinear Physics (Q2)";"Energy; Engineering; Physics and Astronomy"
233;15069;"World Patent Information";journal;"01722190";0,633;Q2;37;48;95;2558;298;88;2,18;53,29;34,40;1;21;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2023";"Library and Information Sciences (Q1); Bioengineering (Q2); Computer Science Applications (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
234;21100229246;"Agroecology and Sustainable Food Systems";journal;"21683565, 21683573";0,628;Q2;56;78;211;4723;556;182;2,31;60,55;50,40;1;66;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Agronomy and Crop Science (Q1); Development (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Agricultural and Biological Sciences; Energy; Social Sciences"
235;21100855744;"Petroleum";journal;"24055816, 24056561";0,625;Q2;42;93;173;4866;724;173;3,28;52,32;26,35;0;16;China;Asiatic Region;"KeAi Communications Co.";"2015-2023";"Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Geochemistry and Petrology (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences; Energy"
236;16083;"Journal of Chemical Technology and Biotechnology";journal;"02682575, 10974660";0,624;Q2;137;284;988;15178;3512;971;3,29;53,44;41,47;0;161;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1979-1981, 1983-2023";"Inorganic Chemistry (Q1); Biotechnology (Q2); Chemical Engineering (miscellaneous) (Q2); Fuel Technology (Q2); Organic Chemistry (Q2); Pollution (Q2); Renewable Energy, Sustainability and the Environment (Q2); Waste Management and Disposal (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Energy; Environmental Science"
237;19900193870;"Frontiers in Energy";journal;"20951698, 20951701";0,617;Q2;40;63;231;4171;717;220;2,73;66,21;34,29;0;44;China;Asiatic Region;"Higher Education Press Limited Company";"2011-2023";"Energy Engineering and Power Technology (Q2)";"Energy"
238;19600157918;"Waste and Biomass Valorization";journal;"1877265X, 18772641";0,605;Q2;68;442;1422;25027;5516;1417;3,88;56,62;40,50;1;231;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2010-2023";"Environmental Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2); Waste Management and Disposal (Q2)";"Energy; Environmental Science"
239;21100199536;"Journal of Petroleum Exploration and Production Technology";journal;"21900558, 21900566";0,600;Q2;46;156;809;7595;2509;808;2,79;48,69;19,75;1;20;Germany;Western Europe;"Springer Verlag";"2011-2023";"Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences; Energy"
240;21101072515;"Frontiers in Sustainable Cities";journal;"26249634";0,599;Q2;20;134;411;8789;1128;392;2,45;65,59;47,59;1;116;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Urban Studies (Q1); Public Administration (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Social Sciences"
241;21100466851;"Biomass Conversion and Biorefinery";journal;"21906815, 21906823";0,595;Q2;45;2625;1526;152487;6544;1515;4,18;58,09;35,40;2;1553;Germany;Western Europe;"Springer Verlag";"2011-2023";"Renewable Energy, Sustainability and the Environment (Q2)";"Energy"
242;21100358106;"IEEE Power Electronics Magazine";trade journal;"23299215, 23299207";0,595;Q2;32;66;170;384;243;168;1,29;5,82;22,66;0;20;United States;Northern America;"IEEE Power Electronics Society";"2014-2023";"Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2)";"Energy; Engineering"
243;19700194012;"Journal of Renewable and Sustainable Energy";journal;"19417012";0,587;Q2;60;157;466;8278;1097;464;2,08;52,73;31,58;0;144;United States;Northern America;"American Institute of Physics";"2010-2023";"Renewable Energy, Sustainability and the Environment (Q2)";"Energy"
244;21101072019;"Biotechnology for Biofuels and Bioproducts";journal;"27313654";0,586;Q2;12;192;150;11561;510;150;3,40;60,21;38,44;0;90;United Kingdom;Western Europe;"BioMed Central Ltd";"2022-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Energy (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science; Immunology and Microbiology"
245;21100819607;"Egyptian Journal of Petroleum";journal;"11100621, 20902468";0,582;Q2;61;28;98;904;441;98;3,23;32,29;34,74;0;10;Egypt;Africa/Middle East;"Egyptian Petroleum Research Institute";"2011-2023";"Fuel Technology (Q2); Geochemistry and Petrology (Q2); Organic Chemistry (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2); Catalysis (Q3)";"Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy"
246;21100241220;"International Transactions on Electrical Energy Systems";journal;"20507038";0,577;Q2;56;150;1280;6160;3743;1280;2,90;41,07;22,27;0;82;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2012-2023";"Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Modeling and Simulation (Q2)";"Energy; Engineering; Mathematics"
247;21101123950;"Journal of Electrochemistry";journal;"10063471, 2993074X";0,575;Q2;14;53;240;2424;456;232;2,02;45,74;30,95;0;34;China;Asiatic Region;"Chinese Chemical Society";"2012, 2015-2023";"Electrochemistry (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Surfaces, Coatings and Films (Q2)";"Chemistry; Energy; Materials Science"
248;26541;"Fuel Cells";journal;"16156846, 16156854";0,572;Q2;78;43;162;1723;486;156;2,35;40,07;24,86;0;35;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2003-2023";"Energy Engineering and Power Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Energy"
